Date,Sample_name,Run,ID,Row,Int,par49,d47,d47_SE,D47_Raw,D47_SD,D47_final,Final_d18O,Final_d13C,OUTLIER,Specimen,Species,Sample_nr,Datetime,Sample_or_Standard,Sample_or_Standard2,D47_offset_corr_strict,D47_offset_N_strict,D47_accepted,D47_corrETF_strict,D47_acc,Instrument,D47_sd_ext,d18O_sd_ext,d13C_sd_ext,mineral,temp_strict,d18Ow_strict,Sample_nr2,Dist,ShellChron_Age,ShellChron_DOY,ShellChron_DOY_err,month_score,month,Day_offset,ShellChron_DOY_rotated,Rotated month
44635.39653,G_rad_146,563,BV,35,17378.358,0.043233614,18.94782959,0.016832041,-0.195939997,0.112479104,0.65767,0.855941048,2.234429006,FALSE,SG116,Glycymeris radiolyrata,146,44635.39653,Sample,Sample,0.650854634,34,NA,0.643054753,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,11.1270962,0.303195104,146,25.76774194,1677.399691,217.3996913,11.79002503,3,March,234,86.3996913,3
44635.42222,G_rad_149+150,563,BV,36,13638.73,0.053103105,18.34591009,0.023656042,-0.261958633,0.126847475,0.58942,0.308770479,2.219954785,FALSE,SG116,Glycymeris radiolyrata,149;150,44635.42222,Sample,Sample,0.629322182,7,NA,0.62216598,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,17.3708472,1.120006229,149.5,25.23709678,1643.474006,183.474006,11.7927058,2,February,234,52.474006,2
44635.47431,G_rad_163+164,563,BV,38,19747.426,0.031229069,19.76708441,0.016584784,-0.089190258,0.097966206,0.76852,1.392509821,2.348868769,FALSE,SG116,Glycymeris radiolyrata,163;164,44635.47431,Sample,Sample,0.747839072,46,NA,0.736959877,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,-12.679836,-4.945561556,163.5,22.90159575,1355.05049,260.0504902,NA,5,May,234,129.0504902,5
44635.5,G_rad_161+162,563,BV,39,16731.697,0.045323307,20.00669834,0.017258506,-0.114801788,0.113170118,0.74202,1.611734892,2.365565718,FALSE,SG116,Glycymeris radiolyrata,161;162,44635.5,Sample,Sample,0.752082652,36,NA,0.740961785,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,-13.56597099,-4.962876871,161.5,23.21010638,1411.665092,316.6650917,NA,7,July,234,185.6650917,7
44635.52639,G_rad_042,563,BV,40,19928.403,0.028804431,20.39525213,0.014773354,-0.135326858,0.093458849,0.72078,1.993675899,2.379229416,FALSE,SG116,Glycymeris radiolyrata,42,44635.52639,Sample,Sample,0.702681476,44,NA,0.693156168,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,-2.346851917,-1.714957375,42,43.42222222,3349.372416,64.37241627,11.97916863,10,October,234,298.3724163,10
44635.55208,G_rad_153+154,563,BV,41,14786.612,0.054347097,18.6381845,0.020222712,-0.167256525,0.115469354,0.68774,0.514060464,2.174120968,FALSE,SG116,Glycymeris radiolyrata,153;154,44635.55208,Sample,Sample,0.732820273,11,NA,0.722454946,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,-9.390287573,-4.9597959,153.5,24.63064516,1623.787434,163.7874336,16.7011576,2,February,234,32.7874336,2
44635.57778,G_rad_170,563,BV,42,19503.556,0.022732473,19.56195359,0.018992378,-0.176620314,0.131749883,0.67805,1.279329866,2.361892662,FALSE,SG116,Glycymeris radiolyrata,170,44635.57778,Sample,Sample,0.663606113,57,NA,0.65583462,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,7.500014986,-0.093592449,170,21.89893617,1341.113596,246.1135958,NA,4,April,234,115.1135958,4
44568.02708,SG126-19,191,NdW,15,18842.643,0.001105481,18.04091585,0.01767968,-0.250798738,0.104049766,0.63636,1.215550584,0.365872359,FALSE,SG126,Angulus benedeni,19,44568.02708,Sample,Sample,0.657236224,28,NA,0.64257225,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,11.26680566,0.693781927,19,13.03,880.2693656,150.2693656,17.22117742,6,June,5,155.2693656,6
44568.05694,SG126-34,191,NdW,16,17453.642,0.000714978,18.09072045,0.018301396,-0.242888706,0.119438228,0.64449,0.952140269,0.690052924,FALSE,SG126,Angulus benedeni,34,44568.05694,Sample,Sample,0.665962658,33,NA,0.650538775,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,8.986117855,-0.082025825,34,19.99,1692.665251,232.6652509,23.77221702,8,August,5,237.6652509,8
44568.08333,SG126-38,191,NdW,17,15822.116,0.000716745,20.1213058,0.016176803,-0.219147278,0.105071068,0.66887,2.488604233,1.112212956,FALSE,SG126,Angulus benedeni,38,44568.08333,Sample,Sample,0.700102607,24,NA,0.682669695,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,0.314707853,-0.574440014,38,21.89,1735.846011,275.8460114,27.81311401,10,October,5,280.8460114,10
44568.11111,SG126-28/29,191,NdW,18,13528.228,0.000852537,18.6386998,0.021276756,-0.209995195,0.131706714,0.67713,1.491901953,0.644892357,FALSE,SG126,Angulus benedeni,28;29,44568.11111,Sample,Sample,0.637565626,7,NA,0.623639499,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,16.9168551,2.206744724,28.5,17.6,1333.872415,238.8724148,21.26358752,9,September,5,243.8724148,9
44568.16528,SG126-36,191,NdW,20,14659.145,0.000973276,18.58216113,0.017210089,-0.228372629,0.110442958,0.65816,1.938745158,0.124663823,FALSE,SG126,Angulus benedeni,36,44568.16528,Sample,Sample,0.703406683,14,NA,0.685565518,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-0.428111077,-1.301981091,36,21.02,1721.449331,261.4493311,29.28243472,9,September,5,266.4493311,9
44568.22153,SG126-36,191,NdW,22,14870.891,0.001022323,18.61900114,0.019774423,-0.179912943,0.117345985,0.70794,1.920103496,0.120543799,FALSE,SG126,Angulus benedeni,36,44568.22153,Sample,Sample,0.755352605,16,NA,0.734436131,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-12.11631952,-4.272523284,36,21.02,1721.449331,261.4493311,29.28243472,9,September,5,266.4493311,9
44568.24792,SG126-30,191,NdW,23,14323.121,0.001119635,20.1897721,0.020612477,-0.232577594,0.125895587,0.65462,2.80098874,0.85075989,FALSE,SG126,Angulus benedeni,30,44568.24792,Sample,Sample,0.664863149,9,NA,0.649349353,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,9.323148225,1.841298011,30,18.23,1436.59803,341.5980298,30.39972873,12,December,5,346.5980298,12
44568.33125,SG126-34,191,NdW,26,12346.485,0.001865643,18.08272775,0.021106246,-0.264441728,0.127075392,0.62248,0.959485233,0.671955045,FALSE,SG126,Angulus benedeni,34,44568.33125,Sample,Sample,0.51960711,7,NA,0.512734832,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,58.50065213,9.511144814,34,19.99,1692.665251,232.6652509,23.77221702,8,August,5,237.6652509,8
44568.35764,SG126-25,191,NdW,27,15855.153,0.00146836,19.42430838,0.019545683,-0.231070513,0.121391422,0.65658,1.612133713,1.309665013,FALSE,SG126,Angulus benedeni,25,44568.35764,Sample,Sample,0.688179372,24,NA,0.671161949,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,3.327751789,-0.730493879,25,15.79,1205.252465,110.2524653,15.53221064,4,April,5,115.2524653,4
44568.38681,SG126-37,191,NdW,28,13998.741,0.000832956,18.55007339,0.020521961,-0.178694711,0.120422195,0.71016,1.126840068,0.847925616,FALSE,SG126,Angulus benedeni,37,44568.38681,Sample,Sample,0.70480627,11,NA,0.686506602,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-0.668212113,-2.169390302,37,21.64,1734.7522,274.7521999,27.63183222,10,October,5,279.7521999,10
44568.44097,SG126-36,191,NdW,30,15261.315,0.001257853,18.06352467,0.018534662,-0.221137739,0.109758022,0.66677,1.61801732,-0.086454397,FALSE,SG126,Angulus benedeni,36,44568.44097,Sample,Sample,0.710706151,18,NA,0.692080347,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-2.077370791,-2.023172814,36,21.02,1721.449331,261.4493311,29.28243472,9,September,5,266.4493311,9
44568.52222,SG126-29,191,NdW,33,13679.089,0.001656901,18.8531519,0.017808786,-0.114353178,0.111019122,0.7754,1.642853906,0.583657857,FALSE,SG126,Angulus benedeni,29,44568.52222,Sample,Sample,0.750128063,8,NA,0.730837183,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-11.30636164,-4.335350058,29,17.84,1473.431952,13.43195167,17.31102729,1,January,5,18.43195167,1
44568.57639,SG126-37,191,NdW,35,17902.551,0.001400959,18.5760813,0.01645892,-0.240542905,0.093009438,0.64695,1.256150916,0.859397642,FALSE,SG126,Angulus benedeni,37,44568.57639,Sample,Sample,0.667957923,30,NA,0.653206977,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,8.234432873,0.050931997,37,21.64,1734.7522,274.7521999,27.63183222,10,October,5,279.7521999,10
44568.60417,SG126-40,191,NdW,36,13678.969,0.001117671,17.73238075,0.020965365,-0.211391364,0.128893488,0.67665,0.913406988,0.331790622,FALSE,SG126,Angulus benedeni,40,44568.60417,Sample,Sample,0.653089877,8,NA,0.639396089,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,12.19163595,0.59736218,40,23.03,2116.101996,291.1019959,43.3081651,10,October,5,296.1019959,10
44568.63056,SG126-35,191,NdW,37,11981.85,0.001447277,18.69259564,0.021608742,-0.248961137,0.139606049,0.63845,1.558215942,0.668485937,FALSE,SG126,Angulus benedeni,35,44568.63056,Sample,Sample,0.515438936,6,NA,0.509362398,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,60.06100228,10.37217461,35,20.46,1731.121139,271.1211386,21.885519,10,October,5,276.1211386,10
44568.65972,SG126-25,191,NdW,38,17017.371,0.001218356,19.35599495,0.022829047,-0.214602162,0.138141142,0.67339,1.575348444,1.289501249,FALSE,SG126,Angulus benedeni,25,44568.65972,Sample,Sample,0.70170201,25,NA,0.685055323,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-0.297678207,-1.632651015,25,15.79,1205.252465,110.2524653,15.53221064,4,April,5,115.2524653,4
44568.71389,SG126-36,191,NdW,40,17245.138,0.000973079,18.57952518,0.018549384,-0.222847033,0.105810483,0.665,1.917184761,0.14602239,FALSE,SG126,Angulus benedeni,36,44568.71389,Sample,Sample,0.690013057,30,NA,0.673992242,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,2.577476348,-0.603515033,36,21.02,1721.449331,261.4493311,29.28243472,9,September,5,266.4493311,9
44568.74097,SG126-39,191,NdW,41,15818.171,0.001119907,19.56595431,0.019293507,-0.191523006,0.121667938,0.69684,2.403733068,0.622868786,FALSE,SG126,Angulus benedeni,39,44568.74097,Sample,Sample,0.727726879,24,NA,0.709582722,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-6.36419108,-2.307183517,39,22.47,1754.823204,294.823204,38.89616074,10,October,5,299.823204,10
44568.77014,SG126-32,191,NdW,42,15189.97,0.001491518,19.30878595,0.017805735,-0.190099034,0.108382876,0.6982,1.72776875,1.071570032,FALSE,SG126,Angulus benedeni,32,44568.77014,Sample,Sample,0.742846679,17,NA,0.723905215,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-9.724811077,-3.839205718,32,19.27,1576.553498,116.5534983,31.8317604,4,April,5,121.5534983,4
44574.89583,SG126-45,192,NdW,5,23421.535,0.000440898,17.99634035,0.012247682,-0.12785223,0.073310364,0.72145,1.397136755,0.01978042,FALSE,SG126,Angulus benedeni,45,44574.89583,Sample,Sample,0.692584006,6,NA,0.676850476,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,1.825958853,-1.300752755,45,24.92,2200.586813,10.58681286,58.62502102,1,January,5,15.58681286,1
44574.925,SG126-54,192,NdW,6,21319.275,0.000639469,17.07572971,0.016908161,-0.135708769,0.106544162,0.71343,1.027952465,-0.520047617,FALSE,SG126,Angulus benedeni,54,44574.925,Sample,Sample,0.746549909,10,NA,0.728060709,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-10.67632694,-4.782100912,54,29.01,2687.621996,132.6219962,NA,5,May,5,137.6219962,5
44574.98056,SG126-46,192,NdW,8,21075.516,4.44e-06,18.16651464,0.013373632,-0.154904764,0.085463039,0.69377,1.329102921,0.292506227,FALSE,SG126,Angulus benedeni,46,44574.98056,Sample,Sample,0.732203924,13,NA,0.713836844,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-7.375775087,-3.633092019,46,25.88,2219.952021,29.95202079,76.36062775,2,February,5,34.95202079,2
44575.06389,SG126-46,192,NdW,11,25183.634,0.000336547,18.13650676,0.013304636,-0.131504617,0.080247012,0.71737,1.292786806,0.278481695,FALSE,SG126,Angulus benedeni,46,44575.06389,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,NA,NA,46,25.88,2219.952021,29.95202079,76.36062775,2,February,5,34.95202079,2
44575.11875,SG126-53,192,NdW,13,24348.526,0.000274413,16.11241779,0.013615563,-0.171481198,0.081899898,0.67661,0.989669642,-1.41179705,FALSE,SG126,Angulus benedeni,53,44575.11875,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,NA,NA,53,28.87,2684.577752,129.5777523,NA,5,May,5,134.5777523,5
44575.20208,SG126-42,192,NdW,16,26158.028,0.000623897,19.22146238,0.015527371,-0.158047956,0.090667258,0.68904,1.541131964,1.146964757,FALSE,SG126,Angulus benedeni,42,44575.20208,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,NA,NA,42,23.61,2136.522833,311.5228328,34.11322787,11,November,5,316.5228328,11
44575.25764,SG126-47,192,NdW,18,25281.24,0.000670511,18.54594052,0.015933942,-0.164238396,0.095959721,0.68287,1.532215568,0.473335714,FALSE,SG126,Angulus benedeni,47,44575.25764,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,NA,NA,47,26.33,2233.044599,43.04459889,77.89123319,2,February,5,48.04459889,2
44575.37014,SG126-45,192,NdW,22,23326.308,0.000510529,17.87854597,0.017337407,-0.198846711,0.096023591,0.64762,1.406544865,-0.064764682,FALSE,SG126,Angulus benedeni,45,44575.37014,Sample,Sample,0.621589525,6,NA,0.609235398,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,21.44839007,3.079933559,45,24.92,2200.586813,10.58681286,58.62502102,1,January,5,15.58681286,1
44575.39792,SG126-49,192,NdW,23,23873.366,0.000590113,17.57671019,0.017189278,-0.168487892,0.100777593,0.67845,1.341919713,-0.335199208,FALSE,SG126,Angulus benedeni,49,44575.39792,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,NA,NA,49,27.15,2254.30856,64.3085596,81.86439992,3,March,5,69.3085596,3
44575.48194,SG126-46,192,NdW,26,21110.28,0.001220403,18.16310267,0.015986324,-0.141002219,0.102618619,0.70661,1.287058103,0.244668791,FALSE,SG126,Angulus benedeni,46,44575.48194,Sample,Sample,0.746106469,13,NA,0.727378464,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-10.52081521,-4.484007115,46,25.88,2219.952021,29.95202079,76.36062775,2,February,5,34.95202079,2
44575.53958,SG126-45,192,NdW,28,25643.004,0.000458406,18.4016024,0.011933359,-0.197463566,0.073179239,0.6492,1.598092983,0.225458003,FALSE,SG126,Angulus benedeni,45,44575.53958,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,NA,NA,45,24.92,2200.586813,10.58681286,58.62502102,1,January,5,15.58681286,1
44575.62292,SG126-48,192,NdW,31,25309.71,0.000419414,18.41409935,0.013789271,-0.175242163,0.085464214,0.6718,1.533789453,0.335243823,FALSE,SG126,Angulus benedeni,48,44575.62292,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,NA,NA,48,26.8,2276.366274,86.36627446,76.42771709,4,April,5,91.36627446,4
44575.67917,SG126-44,192,NdW,33,21507.069,0.00129049,18.26267487,0.017186583,-0.126687574,0.102085683,0.72092,1.706815378,-0.075884947,FALSE,SG126,Angulus benedeni,44,44575.67917,Sample,Sample,0.753902517,8,NA,0.736311373,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-12.53538286,-4.595054638,44,24.4,2103.163952,278.1639523,43.82182201,10,October,5,283.1639523,10
44575.79028,SG126-45,192,NdW,37,25981.147,0.00091826,18.46444912,0.016752558,-0.15560272,0.095883414,0.69148,1.590433973,0.283378576,FALSE,SG126,Angulus benedeni,45,44575.79028,Sample,Sample,NA,no_STD,NA,NA,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,NA,NA,45,24.92,2200.586813,10.58681286,58.62502102,1,January,5,15.58681286,1
44575.875,SG126-47,192,NdW,40,20764.016,0.001052841,18.41035931,0.016220361,-0.152047224,0.103289927,0.69498,1.344638303,0.478511848,FALSE,SG126,Angulus benedeni,47,44575.875,Sample,Sample,0.744628874,16,NA,0.729143018,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-10.92246391,-4.531440591,47,26.33,2233.044599,43.04459889,77.89123319,2,February,5,48.04459889,2
44575.90208,SG126-44,192,NdW,41,17667.275,0.001259869,18.14791784,0.013144065,-0.195645909,0.084399475,0.65123,1.673176773,-0.071215451,FALSE,SG126,Angulus benedeni,44,44575.90208,Sample,Sample,0.706776697,33,NA,0.692907212,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,-2.284562776,-2.01899038,44,24.4,2103.163952,278.1639523,43.82182201,10,October,5,283.1639523,10
44620.97361,SG126-52,213,BG,18,13767.821,0.002622634,18.60745001,0.029162884,-0.198145958,0.122110858,0.62641,1.725719437,0.23853758,FALSE,SG126,Angulus benedeni,52,44620.97361,Sample,Sample,0.62625135,21,NA,0.62276241,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,17.18683004,2.498670664,52,28.16,2660.524197,105.5241968,89.97796414,4,April,5,110.5241968,4
44621.06319,SG126-38,213,BG,21,12704.765,0.002473025,20.45439592,0.023857876,-0.1890472,0.107076686,0.63538,2.556067375,1.188188837,FALSE,SG126,Angulus benedeni,38,44621.06319,Sample,Sample,0.633689481,8,NA,0.630135647,NA,PACMAN,0.049933999,0.092848257,0.141236548,aragonite,14.94046177,2.843941334,38,21.89,1735.846011,275.8460114,27.81311401,10,October,5,280.8460114,10
44361.85417,SG-126-10,471,NW,6,16419.714,0.165890262,18.03064959,0.024712348,-0.154867281,0.140531902,0.73756,1.89067254,0.172348964,FALSE,SG126,Angulus benedeni,10,44361.85417,Sample,Sample,0.654102531,27,NA,0.645507227,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,10.42014869,1.179038491,10,9.33,484.0884859,119.0884859,19.17778292,5,May,5,124.0884859,5
44361.92222,SG-126-15,471,NW,9,16200.309,0.076850219,19.29903833,0.022619321,-0.203534264,0.129620182,0.67236,2.575775671,0.792884924,FALSE,SG126,Angulus benedeni,15,44361.92222,Sample,Sample,0.606130549,26,NA,0.599623431,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,24.59319672,4.900500066,15,11.64,673.4991586,308.4991586,17.68427999,11,November,5,313.4991586,11
44362.04167,SG-126-34,471,NW,14,20161.009,0.043636696,16.92625749,0.014376631,-0.227643234,0.083789847,0.58857,0.570392659,0.474675025,FALSE,SG126,Angulus benedeni,34,44362.04167,Sample,Sample,0.547470073,18,NA,0.543290111,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,45.29530882,6.846339792,34,19.99,1692.665251,232.6652509,23.77221702,8,August,5,237.6652509,8
44362.1125,SG-126-36,471,NW,17,18535.336,0.009909188,18.14277891,0.019375839,-0.186355383,0.114101595,0.63345,2.041125969,0.117549985,FALSE,SG126,Angulus benedeni,36,44362.1125,Sample,Sample,0.60456572,17,NA,0.598605877,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,24.9320437,4.433750429,36,21.02,1721.449331,261.4493311,29.28243472,9,September,5,266.4493311,9
44362.13542,SG-126-12,471,NW,18,13100.346,0.079645753,17.59230271,0.024034552,-0.176057547,0.144998409,0.64378,1.627657053,-0.038999447,FALSE,SG126,Angulus benedeni,12,44362.13542,Sample,Sample,0.607324662,5,NA,0.601271588,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,24.04680171,3.838418346,12,9.97,494.9717924,129.9717924,23.54914148,5,May,5,134.9717924,5
44362.18125,SG-126-17,471,NW,20,16165.846,0.084268695,19.63953684,0.014943094,-0.152658229,0.091088506,0.6672,2.711622504,0.876564783,FALSE,SG126,Angulus benedeni,17,44362.18125,Sample,Sample,0.659786078,25,NA,0.65207004,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,8.553994889,1.577450817,17,12.4,743.9723595,13.97235947,17.5145904,1,January,5,18.97235947,1
44362.25347,SG-126-16,471,NW,23,17559.958,0.057868762,20.19822416,0.018522998,-0.13164991,0.111180217,0.67264,3.136914284,0.977884338,FALSE,SG126,Angulus benedeni,16,44362.25347,Sample,Sample,0.661397566,24,NA,0.653792703,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,8.070224866,1.891945189,16,11.81,736.2689621,6.26896213,25.33236064,1,January,5,11.26896213,1
44362.32639,SG-126-21,471,NW,26,17085.158,0.078133929,17.90847124,0.017924972,-0.155212555,0.099376501,0.67251,0.806457582,1.131206074,FALSE,SG126,Angulus benedeni,21,44362.32639,Sample,Sample,0.637539216,27,NA,0.630695218,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,14.7721014,1.05719396,21,13.87,935.9058452,205.9058452,28.31282774,7,July,5,210.9058452,7
44362.35,SG-126-27,471,NW,27,18030.32,0.067087431,18.20546828,0.019227099,-0.165428919,0.108067438,0.66237,0.888348874,1.346934007,FALSE,SG126,Angulus benedeni,27,44362.35,Sample,Sample,0.617243434,20,NA,0.611076867,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,20.85720098,2.437499294,27,16.65,1214.644429,119.6444295,22.14282104,5,May,5,124.6444295,5
44362.39583,SG-126-33,471,NW,29,10789.723,0.098521284,17.42369474,0.02717743,-0.206092795,0.159331204,0.64955,0.866847628,0.619215083,FALSE,SG126,Angulus benedeni,33,44362.39583,Sample,Sample,0.653655453,5,NA,0.64625008,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,10.20705349,0.108118301,33,19.56,1656.07519,196.0751899,29.74479182,7,July,5,201.0751899,7
44362.41875,SG-126-24,471,NW,30,16351.863,0.085449454,19.42092077,0.023473607,-0.128967317,0.135069959,0.70828,2.088426174,1.281261873,FALSE,SG126,Angulus benedeni,24,44362.41875,Sample,Sample,0.679362943,29,NA,0.671098071,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,3.34475576,-0.251305909,24,15.14,1134.238652,39.23865165,21.32507902,2,February,5,44.23865165,2
44362.45625,SG-126-30,471,NW,32,18685.655,0.061211383,19.84593962,0.018103859,-0.022007405,0.103935511,0.81446,2.798595742,0.835438972,FALSE,SG126,Angulus benedeni,30,44362.45625,Sample,Sample,0.754656992,19,NA,0.743874758,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,-14.20532761,-3.954639039,30,18.23,1436.59803,341.5980298,30.39972873,12,December,5,346.5980298,12
44362.57639,SG-126-23,471,NW,35,10515.597,0.145457192,19.26170482,0.020328176,-0.242489274,0.130084965,0.56776,2.277776632,0.984449479,FALSE,SG126,Angulus benedeni,23,44362.57639,Sample,Sample,NA,no_STD,NA,NA,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,NA,NA,23,14.9,1143.174164,48.17416383,21.34606791,2,February,5,53.17416383,2
44362.60278,SG-126-14,471,NW,36,15677.957,0.155195182,17.81826449,0.018348468,-0.146277693,0.110509638,0.6633,1.192901105,0.559561595,FALSE,SG126,Angulus benedeni,14,44362.60278,Sample,Sample,0.662952945,19,NA,0.655346989,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,7.635871613,-0.148823858,14,10.98,520.4258326,155.4258326,20.84729242,6,June,5,160.4258326,6
44362.64861,SG-126-41,471,NW,38,13322.873,0.128472525,18.22733278,0.02209465,-0.167352793,0.130659108,0.62481,1.02105166,1.160439146,FALSE,SG126,Angulus benedeni,41,44362.64861,Sample,Sample,0.609485335,7,NA,0.603530074,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,23.3029327,3.077766711,41,23.31,2127.017363,302.0173628,26.68994694,11,November,5,307.0173628,11
44362.67292,SG-126-18,471,NW,39,16030.585,0.135412708,18.11923489,0.022679056,-0.141943878,0.138827781,0.65017,1.576926491,0.40536744,FALSE,SG126,Angulus benedeni,18,44362.67292,Sample,Sample,0.672795717,24,NA,0.664790853,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,5.039313476,-0.364620811,18,12.87,832.9444133,102.9444133,16.85904928,4,April,5,107.9444133,4
44362.72083,SG-126-31,471,NW,41,13467.279,0.142018659,19.61452748,0.020569203,-0.131742813,0.124088059,0.652,2.380915678,1.048169509,FALSE,SG126,Angulus benedeni,31,44362.72083,Sample,Sample,0.645095315,7,NA,0.637840721,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,12.6478288,2.165481078,31,18.8,1452.15051,357.1505103,29.09241172,12,December,5,362.1505103,12
44362.74444,SG-126-28,471,NW,42,15466.883,0.115884162,17.43247014,0.020031348,-0.14054348,0.12227299,0.64329,0.509822521,0.800541338,FALSE,SG126,Angulus benedeni,28,44362.74444,Sample,Sample,0.664967685,20,NA,0.657131922,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,7.139537293,-0.944593264,28,17.36,1222.503966,127.5039661,21.80230239,5,May,5,132.5039661,5
44378.84444,SG-126-31,481,NW,6,16503.126,0.231518188,19.68875608,0.019083526,-0.166191044,0.110365607,0.65076,2.361150206,1.082030411,FALSE,SG126,Angulus benedeni,31,44378.84444,Sample,Sample,0.632966814,38,NA,0.623064499,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,17.09375964,3.114616265,31,18.8,1452.15051,357.1505103,29.09241172,12,December,5,362.1505103,12
44378.89375,SG-126-34,481,NW,8,17903.29,0.156184478,17.81554209,0.022045844,-0.142112356,0.132280824,0.67541,0.935082282,0.653889123,FALSE,SG126,Angulus benedeni,34,44378.89375,Sample,Sample,0.656354614,32,NA,0.646279873,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,10.19851691,0.174383881,34,19.99,1692.665251,232.6652509,23.77221702,8,August,5,237.6652509,8
44378.95694,SG-126-33,481,NW,11,13444.993,0.236419385,17.85497617,0.022797386,-0.136641349,0.136560227,0.64049,0.907286841,0.670904585,FALSE,SG126,Angulus benedeni,33,44378.95694,Sample,Sample,0.669184089,12,NA,0.658750337,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,6.691773967,-0.650570994,33,19.56,1656.07519,196.0751899,29.74479182,7,July,5,201.0751899,7
44379.03125,SG-126-32,481,NW,14,18643.563,0.108597319,19.04172344,0.020532529,-0.168284945,0.126082985,0.5866,1.729921433,1.055225609,FALSE,SG126,Angulus benedeni,32,44379.03125,Sample,Sample,0.629312488,26,NA,0.620658488,NA,PLUS,0.036363811,0.174757385,0.088195272,aragonite,17.8375193,2.642098154,32,19.27,1576.553498,116.5534983,31.8317604,4,April,5,121.5534983,4
